         1              2          3        4     5      6     7      8     9     10    11     12    13     14     15     16     17      18     19       20    21     22     23    24     25    26     27    28     29   30   31      32   33 34 35 36      37     38 39 40 41 42 43 44   45    46    47    48   49  50 51   52   53       54    55 56 57 58 59 60 61    62    63     64    65     66    67     68    69     70    71             72                   73                74
      SDSS J          R.A. (2000)  Dec.     z         u            g            r            i            z        A_u  log NH  FIRST    S/N    "      ROSAT   S/N    "      2MASS J      2MASS H      2MASS K      "   Flg   M_i   D(g-i) Mp SP Bl Um  BEST Flag  Lz Hz FT RT Sr St Gx  Run  R_MJD S_MJD Plate Fib Prs Col Frm  Obj TARGET Flag Lz Hz FT RT Sr St Gx   u_TARGET     g_TARGET     r_TARGET     i_TARGET     z_TARGET          BestObjID            SpecObjID         Other Name
000046.42+011420.8   0.193417   1.239116 3.7589 26.056 0.646 21.402 0.051 20.009 0.027 19.753 0.035 19.425 0.078  0.149 20.491  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -27.073  0.399  0  0  1  0           0  0  0  0  0  0  0  0  2662 52197 52902 1091  553  40  6  284  181           0  0  0  0  0  0  0  0 26.056 0.646 21.402 0.051 20.009 0.027 19.753 0.035 19.425 0.078   587731187814629557   307316414270668800 SDSS J000046.41+011420.8 
000049.46-100043.8   0.206107 -10.012186 1.1382 21.724 0.198 21.104 0.052 20.499 0.033 20.367 0.044 19.784 0.112  0.183 20.455  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.743  0.474  0  1  1  0           0  0  0  0  0  0  0  0  1740 51814 52143  650  172  40  3   23  179           1  0  1  0  0  0  0  0 21.698 0.203 21.115 0.043 20.492 0.034 20.298 0.043 19.709 0.113   587727226227065011   183182688063062016 SDSS J000049.46-100043.8 
000050.60-102155.9   0.210837 -10.365531 2.6404 19.447 0.046 18.430 0.020 18.395 0.025 18.303 0.025 17.916 0.029  0.206 20.449 13.147 129.935  0.149  -9.000  0.000  0.000 16.735 0.113 16.190 0.175 16.017 0.276  0.336 13 -27.771  0.001  0  1  1  0           8  0  0  1  0  0  0  0  1729 51813 52143  650  178  40  3   84  117          17  0  1  1  0  0  0  0 19.405 0.032 18.397 0.009 18.379 0.016 18.337 0.018 17.953 0.029   587727178986422389   183182688088227840 FBQS J0000-1021          
000051.56+001202.5   0.214855   0.200707 3.9713 26.081 0.652 22.130 0.092 20.343 0.032 20.027 0.038 19.613 0.100  0.181 20.456 15.240  20.069  0.410  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.930  0.594  0  0  1  0    33554433  0  1  0  0  0  0  0  3325 52522 52991 1489  506  41  4  109  571    33554433  0  1  0  0  0  0  0 26.081 0.652 22.130 0.092 20.343 0.032 20.027 0.038 19.613 0.100   588015509269447227   419343837056466944 SDSS J000051.56+001202.5 
000053.09-003712.8   0.221221  -0.620238 1.3208 18.900 0.040 18.654 0.020 18.571 0.024 18.581 0.023 18.635 0.041  0.215 20.480  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.897 -0.249  0  1  1  0           2  1  0  0  0  0  0  0  2662 52197 51791  387  169  40  2  284   11           4  1  0  0  0  0  0  0 18.684 0.019 18.576 0.008 18.440 0.009 18.484 0.012 18.653 0.045   587731185667145739   109153257347088384 SDSS J000053.09-003712.8 
000053.17-001732.9   0.221556  -0.292490 2.7571 20.734 0.086 19.661 0.024 19.606 0.021 19.694 0.027 19.518 0.080  0.174 20.470  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.467 0.242  0.000 0.000  0.000  6 -26.463 -0.220  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52203  685  154  41  3  109   81    34603008  0  0  0  0  1  0  0 20.607 0.094 19.763 0.019 19.704 0.023 19.655 0.030 19.428 0.100   588015508732575825   193034569870475264 SDSS J000053.17-001732.9 
000053.71+150637.1   0.223830  15.110330 1.4115 19.976 0.042 19.663 0.017 19.266 0.018 19.063 0.021 19.063 0.056  0.219 20.572 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.574  0.271  0  1  1  1     1048578  1  0  0  0  1  0  0  2566 52170 52251  751  355  40  4  310  228           2  1  0  0  0  0  0  0 19.971 0.041 19.671 0.015 19.282 0.017 19.111 0.024 19.060 0.054   587730774425731300   211612125334863872 SDSS J000053.71+150637.1 
000054.02+005503.0   0.225086   0.917518 1.1819 20.232 0.067 19.851 0.021 19.574 0.019 19.450 0.030 19.433 0.079  0.148 20.474  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.736  0.126  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52203  685  520  41  6  109   92     1179648  0  0  0  0  1  1  0 19.945 0.055 19.676 0.018 19.436 0.019 19.385 0.027 19.315 0.094   588015510343188572   193034571405590528 SDSS J000054.01+005503.0 
000054.96+010143.4   0.229009   1.028724 1.4617 19.975 0.059 19.731 0.020 19.406 0.018 19.179 0.028 19.201 0.067  0.140 20.477 15.078  22.993  0.418  -9.000  0.000  0.000 17.199 0.256  0.000 0.000  0.000 0.000  0.000 18 -25.508  0.248  0  0  1  0    36700160  0  0  0  0  1  0  0  3325 52522 52203  685  502  41  6  109   95     1048576  0  0  0  0  1  0  0 20.136 0.065 19.868 0.021 19.461 0.020 19.245 0.024 19.276 0.095   588015510343188575   193034571330093056 SDSS J000054.96+010143.4 
000056.89-010409.7   0.237060  -1.069387 2.1065 20.449 0.070 20.149 0.034 19.606 0.022 19.246 0.029 18.803 0.050  0.213 20.549  0.000   0.000  0.000  -9.000  0.000  0.000 17.566 0.340  0.000 0.000  0.000 0.000  0.000 18 -26.320  0.710  0  1  1  0    34603008  0  0  0  0  1  0  0  3325 52522 51791  387   98  41  1  109  136           4  1  0  0  0  0  0  0 20.514 0.083 19.973 0.028 19.542 0.021 19.086 0.022 18.712 0.052   588015507658834056   109153257049292800 SDSS J000056.89-010409.7 
000057.58+010658.6   0.239921   1.116287 2.5551 20.722 0.083 20.156 0.033 20.030 0.027 20.013 0.039 19.794 0.104  0.140 20.483  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.960  0.065  0  0  1  0    33554432  0  0  0  0  0  0  0  2662 52197 52902 1091  546  40  6  284  145    33554432  0  0  0  0  0  0  0 20.722 0.083 20.156 0.033 20.030 0.027 20.013 0.039 19.794 0.104   587731187814629521   307316414241308672 SDSS J000057.58+010658.6 
000057.67-085617.0   0.240324  -8.938062 1.0946 18.653 0.021 18.520 0.017 18.263 0.016 18.177 0.017 18.077 0.032  0.191 20.462  0.000   0.000  0.000  -9.000  0.000  0.000 16.995 0.240 16.327 0.236  0.000 0.000  0.000 24 -25.842  0.102  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 52143  650  527  40  6   84   65     1048580  1  0  0  0  1  0  0 18.636 0.022 18.509 0.010 18.271 0.019 18.195 0.022 18.112 0.030   587727180597035073   183182689552039936 SDSS J000057.67-085617.0 
000058.22-004646.5   0.242609  -0.779601 1.8973 18.838 0.034 18.904 0.037 18.915 0.019 18.586 0.017 18.472 0.038  0.220 20.450  0.000   0.000  0.000  -9.000  0.000  0.000 17.475 0.318  0.000 0.000  0.000 0.000  0.000 18 -26.743  0.034  0  1  1  0           3  1  1  0  0  0  0  0  3325 52522 51791  387   93  41  2  109   61           4  1  0  0  0  0  0  0 18.555 0.018 18.681 0.009 18.710 0.011 18.404 0.010 18.322 0.036   588015508195704893   109153257028321280 SDSS J000058.22-004646.5 
000058.77+003510.5   0.244895   0.586252 1.6531 20.201 0.054 19.826 0.026 19.340 0.018 18.876 0.024 18.793 0.045  0.135 20.468  0.000   0.000  0.000  -9.000  0.000  0.000 17.205 0.265  0.000 0.000  0.000 0.000  0.000 18 -26.098  0.677  0  1  1  0           3  1  1  0  0  0  0  0  3325 52522 51791  387  517  41  5  109  125           4  1  0  0  0  0  0  0 20.331 0.076 19.981 0.023 19.498 0.020 19.001 0.019 18.875 0.057   588015509806317693   109153258806706176 SDSS J000058.77+003510.5 
000102.18-102326.9   0.259118 -10.390822 0.2943 18.988 0.033 18.684 0.022 18.313 0.014 18.215 0.016 17.609 0.023  0.216 20.449  0.000   0.000  0.000  -1.547  2.198 22.370 16.904 0.136 16.473 0.206 15.769 0.248  0.406 13 -22.640  0.189  0  1  1  0   135273475  1  1  0  1  1  0  0  1740 51814 52143  650  166  40  2   24   35   135273477  1  1  0  1  1  0  0 18.936 0.029 18.653 0.017 18.275 0.013 18.201 0.018 17.618 0.025   587727225690259491   183182688037896192 SDSS J000102.18-102326.9 
000103.85-104630.3   0.266059 -10.775084 2.0810 18.711 0.031 18.521 0.019 18.410 0.019 18.149 0.015 17.957 0.028  0.185 20.441  0.000   0.000  0.000  -9.000  0.000  0.000 17.006 0.271 16.546 0.303 15.530 0.240  0.000 26 -27.378  0.194  0  1  1  0           0  0  0  0  0  0  0  0  1729 51813 52143  650  133  40  2   85    6           4  1  0  0  0  0  0  0 18.680 0.025 18.494 0.014 18.380 0.014 18.151 0.019 17.950 0.036   587727178449616902   183182687899484160 SDSS J000103.85-104630.3 
000104.52+002753.7   0.268872   0.464944 0.5512 20.692 0.075 20.199 0.032 20.279 0.030 20.079 0.039 19.890 0.108  0.139 20.476  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.255  0.006  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52902 1091  521  41  5  110  100    34603008  0  0  0  0  1  0  0 20.692 0.075 20.199 0.032 20.279 0.030 20.079 0.039 19.890 0.108   588015509806383204   307316414136451072 SDSS J000104.52+002753.8 
000104.92+160101.2   0.270512  16.017013 0.4530 19.910 0.044 19.579 0.020 19.253 0.016 18.974 0.021 18.743 0.040  0.191 20.542 -1.000   0.000  0.000  -9.000  0.000  0.000 16.863 0.241  0.000 0.000 15.921 0.237  0.000 20 -22.905  0.402  1  1  1  1           0  0  0  0  0  0  0  0  1739 51814 52235  750  576  40  6  304  186           2  1  0  0  0  0  0  0 20.059 0.043 19.577 0.022 19.253 0.018 18.983 0.016 18.736 0.041   587727223561126074   211330582565617664 SDSS J000104.92+160101.2 
000107.52+004113.1   0.281367   0.686989 1.3990 20.212 0.051 20.094 0.031 19.798 0.027 19.652 0.034 19.712 0.088  0.139 20.487  0.000   0.000  0.000  -9.000  0.000  0.000 17.466 0.313  0.000 0.000  0.000 0.000  0.000 18 -24.931  0.150  0  0  1  0    34603008  0  0  0  0  1  0  0  2662 52197 52203  685  489  40  5  284  226    34603008  0  0  0  0  1  0  0 20.212 0.051 20.094 0.031 19.798 0.027 19.652 0.034 19.712 0.088   587731187277758690   193034571275567104 SDSS J000107.52+004113.1 
000109.12-004121.6   0.288035  -0.689353 0.4166 19.376 0.036 19.145 0.034 18.944 0.034 18.850 0.020 18.612 0.040  0.206 20.530  0.000   0.000  0.000  -9.000  0.000  0.000 17.030 0.209 16.139 0.180 15.133 0.126  0.334 13 -22.833  0.112  1  1  1  0           2  1  0  0  0  0  0  0  3325 52522 51791  387   57  41  2  110   21     1179652  1  0  0  0  1  1  0 18.970 0.027 18.794 0.009 18.639 0.010 18.554 0.012 18.262 0.033   588015508195770389   109153256877326336 SDSS J000109.12-004121.6 
000110.97-105247.4   0.295722 -10.879857 0.5282 17.999 0.022 17.674 0.026 17.646 0.016 17.484 0.024 17.512 0.028  0.183 20.439  0.000   0.000  0.000  -9.000  0.000  0.000 16.467 0.095 15.614 0.112 14.916 0.108  0.155 13 -24.764  0.017  0  1  1  0     1048578  1  0  0  0  1  0  0  1740 51814 52143  650  126  40  1   24   71     1048580  1  0  0  0  1  0  0 17.950 0.018 17.650 0.018 17.658 0.018 17.506 0.018 17.501 0.021   587727225153388615   183182687870124032 SDSS J000110.97-105247.4 
000111.19-002011.5   0.296662  -0.336539 0.5179 19.249 0.041 18.723 0.019 18.598 0.020 18.294 0.017 18.221 0.033  0.188 20.534 12.983 160.552  0.065  -9.000  0.000  0.000  0.000 0.000 16.228 0.218 15.766 0.243  0.000  8 -23.908  0.281  0  1  1  0          11  1  1  1  0  0  0  0  3325 52522 51791  387  161  41  3  110   13     2097172  1  0  1  0  1  0  0 19.661 0.043 19.106 0.011 18.977 0.013 18.561 0.012 18.470 0.043   588015508732641293   109153257313533952 FBQS J0001-0020          
000112.43-000029.2   0.301830  -0.008137 1.4227 20.574 0.075 20.724 0.038 20.406 0.032 20.281 0.037 20.249 0.142  0.162 20.537  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.351  0.147  0  0  1  0    33554432  0  0  0  0  0  0  0  2662 52197 52203  685  153  40  3  284  157     1048576  0  0  0  0  1  0  0 20.140 0.044 20.145 0.019 19.938 0.021 19.848 0.032 19.955 0.141   587731186204016797   193034569866280960 SDSS J000112.43-000029.2 
000112.82-043205.4   0.303435  -4.534849 1.4759 20.342 0.071 20.212 0.027 19.834 0.030 19.584 0.040 19.628 0.101  0.195 20.534 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.148  0.296  0  0  1  0    33554432  0  0  0  0  0  0  0  6372 53997 54327 2630  396  40  2   92  136    33554432  0  0  0  0  0  0  0 20.342 0.071 20.212 0.027 19.834 0.030 19.584 0.040 19.628 0.101   587747119983231112   740512523098259456                          
000116.00+141123.0   0.316674  14.189731 0.4038 19.014 0.026 18.696 0.021 18.712 0.015 18.555 0.021 18.152 0.029  0.299 20.572 -1.000   0.000  0.000  -9.000  0.000  0.000 17.005 0.258 16.207 0.231 16.034 0.244  0.000 26 -23.091 -0.041  0  1  1  1   135273987  1  1  0  1  1  0  0  2566 52170 52235  750   58  40  2  310   99   135273475  1  1  0  1  1  0  0 19.030 0.026 18.695 0.010 18.706 0.016 18.571 0.019 18.161 0.025   587730773351989347   211330580392968192 SDSS J000116.00+141123.0 
000118.40-010221.8   0.326674  -1.039397 1.9685 19.944 0.055 19.924 0.025 19.760 0.025 19.458 0.025 19.326 0.074  0.208 20.549  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.951  0.237  0  1  1  0    34603008  0  0  0  0  1  0  0  2662 52197 51791  387   42  40  1  285   84     1048580  1  0  0  0  1  0  0 19.649 0.041 19.353 0.017 19.319 0.018 19.077 0.019 18.945 0.062   587731185130340436   109153256814411776 SDSS J000118.40-010221.8 
000118.69+003314.1   0.327906   0.553917 1.4003 20.712 0.075 20.484 0.036 20.338 0.032 20.295 0.045 20.315 0.155  0.134 20.502  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.288 -0.095  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52902 1091  525  41  5  110  123    34603008  0  0  0  0  1  0  0 20.712 0.075 20.484 0.036 20.338 0.032 20.295 0.045 20.315 0.155   588015509806383227   307316414153228288 SDSS J000118.69+003314.1 
000119.44-011234.3   0.331024  -1.209550 2.2138 20.587 0.073 20.102 0.027 19.947 0.029 19.688 0.033 19.374 0.075  0.216 20.549  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.931 0.267  0.000  2 -25.992  0.264  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52203  685  189  41  1  110  126    33554432  0  0  0  0  0  0  0 20.587 0.073 20.102 0.027 19.947 0.029 19.688 0.033 19.374 0.075   588015507658899582   193034570017275904 SDSS J000119.44-011234.3 
000119.50+001038.0   0.331289   0.177228 1.6209 20.854 0.102 20.528 0.028 20.409 0.035 20.180 0.042 20.069 0.152  0.154 20.551  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.756  0.054  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52902 1091  538  41  4  110  160    33554432  0  0  0  0  0  0  0 20.854 0.102 20.528 0.028 20.409 0.035 20.180 0.042 20.069 0.152   588015509269512352   307316414207754240 SDSS J000119.50+001038.0 
000119.64+154828.8   0.331836  15.808005 1.9218 19.683 0.038 19.559 0.019 19.295 0.024 19.008 0.019 18.819 0.044  0.219 20.542 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.854 0.244  0.000  2 -26.350  0.282  0  1  1  1     1048578  1  0  0  0  1  0  0  2566 52170 52235  750  566  40  6  311  142     1048579  1  1  0  0  1  0  0 19.806 0.038 19.570 0.012 19.298 0.016 18.941 0.024 18.809 0.045   587730775499538574   211330582523674624 SDSS J000119.64+154828.7 
000120.23-111104.2   0.334324 -11.184505 1.4216 19.348 0.039 19.595 0.031 19.284 0.019 19.218 0.029 19.227 0.072  0.193 20.431  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.425  0.070  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 52143  650  128  40  1   85  115     1048580  1  0  0  0  1  0  0 19.326 0.031 19.567 0.018 19.300 0.019 19.235 0.023 19.279 0.069   587727177912746099   183182687878512640 SDSS J000120.23-111104.2 
000123.96-102458.1   0.349846 -10.416147 1.0580 18.523 0.027 18.429 0.021 18.210 0.014 18.273 0.016 18.171 0.031  0.233 20.462  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.135 0.281  0.000  2 -25.681 -0.087  0  1  1  0     1048578  1  0  0  0  1  0  0  1740 51814 52143  650  150  40  2   24  141     1048580  1  0  0  0  1  0  0 18.511 0.023 18.415 0.016 18.196 0.013 18.277 0.018 18.194 0.033   587727225690259597   183182687970787328 SDSS J000123.96-102458.1 
000123.98+284249.4   0.349948  28.713733 0.9361 21.364 0.123 20.856 0.039 20.283 0.028 20.117 0.034 19.898 0.103  0.302 20.683 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.570  0.585  0  0  1  0           0  0  0  0  0  0  0  0  4152 52911 54452 2824  454 648  3  102  352           0  0  0  0  0  0  0  0 21.364 0.123 20.856 0.039 20.283 0.028 20.117 0.034 19.898 0.103   758874371533439328   795119205694308352                          
000124.23-093349.8   0.350970  -9.563840 1.6326 19.645 0.048 19.361 0.025 19.294 0.020 19.028 0.020 18.930 0.063  0.211 20.462  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.948  0.036  0  1  1  0           3  1  1  0  0  0  0  0  1740 51814 52143  650  501  40  4   24  104     1048580  1  0  0  0  1  0  0 19.637 0.045 19.331 0.019 19.295 0.019 19.052 0.027 18.915 0.062   587727226764001384   183182689442988032 SDSS J000124.23-093349.8 
000125.14+000009.4   0.354768   0.002621 1.9739 19.922 0.051 19.779 0.020 19.617 0.024 19.376 0.028 19.177 0.074  0.164 20.450  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.021  0.190  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52203  685  134  41  4  110  173     1048576  0  0  0  0  1  0  0 19.938 0.038 19.979 0.016 19.732 0.018 19.431 0.022 19.159 0.069   588015509269512365   193034569786589184 SDSS J000125.14+000009.4 
000127.79-002756.0   0.365811  -0.465574 1.3358 20.363 0.072 20.263 0.037 19.978 0.028 19.867 0.035 19.905 0.102  0.187 20.450  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.626  0.076  0  0  1  0    34603008  0  0  0  0  1  0  0  2662 52197 52203  685  124  40  2  285   89     1048576  0  0  0  0  1  0  0 20.162 0.050 20.087 0.019 19.935 0.021 19.844 0.032 19.770 0.117   587731185667211353   193034569744646144 SDSS J000127.79-002756.0 
000131.42+144610.6   0.380935  14.769627 0.5304 19.282 0.026 19.005 0.024 19.069 0.014 18.866 0.020 18.843 0.046  0.233 20.572 -1.000   0.000  0.000  -9.000  0.000  0.000 17.507 0.336  0.000 0.000 15.637 0.221  0.000 20 -23.413 -0.056  0  1  1  1           2  1  0  0  0  0  0  0  1739 51814 52235  750  112  40  3  305   27           3  1  1  0  0  0  0  0 19.277 0.026 19.000 0.019 19.091 0.018 18.847 0.037 18.863 0.042   587727221950578715   211330580619460608 SDSS J000131.42+144610.6 
000132.83+145608.0   0.386798  14.935570 0.3988 19.233 0.026 19.197 0.024 19.256 0.015 19.037 0.020 18.403 0.035  0.229 20.572 -1.000   0.000  0.000  -1.412  3.598  7.630 16.949 0.239 15.611 0.149 15.274 0.165  0.341 22 -22.550  0.005  1  1  1  1        7682  1  0  0  1  0  0  0  1739 51814 52251  751  303  40  3  305   31        7170  1  0  0  1  0  0  0 19.294 0.026 19.199 0.019 19.287 0.019 18.991 0.037 18.431 0.031   587727221950578719   211612125116760064 SDSS J000132.83+145608.0 
000135.51-004206.7   0.397988  -0.701882 3.5816 23.682 1.152 20.458 0.041 19.479 0.036 19.368 0.023 19.430 0.074  0.202 20.450  0.000   0.000  0.000  -9.000  0.000  0.000 17.198 0.284  0.000 0.000  0.000 0.000  0.000 18 -27.375 -0.021  0  0  1  0      524289  0  1  0  0  0  1  0  3325 52522 52991 1489  104  41  2  110  168      524289  0  1  0  0  0  1  0 23.682 1.152 20.458 0.041 19.479 0.036 19.368 0.023 19.430 0.074   588015508195770536   419343835370356736 SDSS J000135.51-004206.7 
000139.42+152624.1   0.414279  15.440042 1.7892 18.892 0.024 18.748 0.015 18.466 0.019 18.104 0.018 18.186 0.031  0.225 20.542 -1.000   0.000  0.000  -9.000  0.000  0.000 17.049 0.272  0.000 0.000  0.000 0.000  0.000 18 -27.091  0.338  0  1  1  1     1048579  1  1  0  0  1  0  0  2566 52170 52235  750  541  40  5  311  157     1048579  1  1  0  0  1  0  0 18.886 0.019 18.747 0.022 18.468 0.019 18.104 0.014 18.180 0.029   587730774962667677   211330582418817024 SDSS J000139.42+152624.1 
000139.64-103824.1   0.415170 -10.640032 1.8191 19.725 0.046 19.737 0.023 19.656 0.024 19.282 0.022 19.448 0.079  0.197 20.462  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.940  0.156  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 52143  650  136  40  2   85  173     1048581  1  1  0  0  1  0  0 19.709 0.043 19.718 0.019 19.649 0.021 19.274 0.024 19.441 0.082   587727178449617069   183182687912067072 SDSS J000139.64-103824.0 
000139.83-003713.5   0.415977  -0.620424 1.8326 19.424 0.040 19.392 0.034 19.462 0.023 19.218 0.030 19.202 0.057  0.208 20.450  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.026 -0.117  0  0  1  0           0  0  0  0  0  0  0  0  2662 52197 52902 1091   90  40  2  285   43           0  0  0  0  0  0  0  0 19.424 0.040 19.392 0.034 19.462 0.023 19.218 0.030 19.202 0.057   587731185667211307   307316412328706048 SDSS J000139.83-003713.5 
000140.70+260425.5   0.419608  26.073776 0.7653 19.932 0.040 19.277 0.016 18.987 0.019 19.027 0.019 18.706 0.036  0.209 20.610 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.134  0.238  0  0  1  0           3  1  1  0  0  0  0  0  4851 53271 54389 2822  322  40  6   34  382           3  1  1  0  0  0  0  0 19.932 0.040 19.277 0.016 18.987 0.019 19.027 0.019 18.706 0.036   587740589481656702   794555984604299264                          
000141.43+002356.3   0.422644   0.398987 0.9329 19.289 0.035 19.031 0.024 18.850 0.015 18.926 0.027 18.869 0.051  0.167 20.450  0.000   0.000  0.000  -9.000  0.000  0.000 17.261 0.275  0.000 0.000  0.000 0.000  0.000 18 -24.698  0.006  0  1  1  0           2  1  0  0  0  0  0  0  2662 52197 51791  387  514  40  4  285  124     1048580  1  0  0  0  1  0  0 19.461 0.027 19.206 0.010 18.962 0.010 18.994 0.015 19.006 0.070   587731186740953212   109153258794123264 SDSS J000141.43+002356.2 
000143.31-104448.8   0.430461 -10.746912 1.3339 19.578 0.039 19.575 0.020 19.270 0.021 19.241 0.023 19.285 0.069  0.191 20.423  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.250  0.015  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 52143  650  138  40  2   86   89     1048580  1  0  0  0  1  0  0 19.535 0.035 19.531 0.014 19.256 0.017 19.249 0.021 19.285 0.070   587727178449682521   183182687920455680 SDSS J000143.31-104448.8 
000143.41+152021.4   0.430883  15.339290 2.6383 19.852 0.038 19.230 0.017 19.012 0.016 18.928 0.019 18.843 0.050  0.215 20.542 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -27.147  0.174  0  1  1  1           2  1  0  0  0  0  0  0  1739 51814 52235  750  550  40  4  305  113           2  1  0  0  0  0  0  0 19.873 0.038 19.225 0.018 19.027 0.018 18.948 0.021 18.863 0.047   587727222487449713   211330582456565760 SDSS J000143.41+152021.4 
000149.33+005731.6   0.455551   0.958799 1.2058 20.672 0.086 20.470 0.036 20.187 0.030 20.236 0.043 20.166 0.152  0.137 20.450  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.993 -0.067  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52991 1489  575  41  6  111  104    33554432  0  0  0  0  0  0  0 20.672 0.086 20.470 0.036 20.187 0.030 20.236 0.043 20.166 0.152   588015510343319656   419343837345873920 SDSS J000149.33+005731.6 
000149.52-100251.8   0.456358 -10.047724 0.3578 19.277 0.038 19.238 0.036 19.116 0.023 19.060 0.035 18.493 0.043  0.214 20.462  0.000   0.000  0.000  -9.000  0.000  0.000 17.473 0.226 16.744 0.287 15.149 0.152  0.628 16 -22.260 -0.032  0  1  1  0     1048579  1  1  0  0  1  0  0  1740 51814 52143  650  152  40  3   25   22           4  1  0  0  0  0  0  0 19.178 0.029 19.224 0.014 19.120 0.016 19.028 0.017 18.438 0.041   587727226227195926   183182687979175936 SDSS J000149.52-100251.7 
000154.89-002209.0   0.478719  -0.369190 1.1657 19.349 0.034 19.206 0.022 19.004 0.022 18.990 0.021 19.039 0.055  0.171 20.450  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.184 0.252  0.000 0.000  0.000  6 -25.172 -0.068  0  0  1  0           2  1  0  0  0  0  0  0  3325 52522 52903 1090  295  41  3  111   66           2  1  0  0  0  0  0  0 19.349 0.034 19.206 0.022 19.004 0.022 18.990 0.021 19.039 0.055   588015508732706882   307034942506795008 SDSS J000154.89-002209.0 
000159.12-094712.5   0.496347  -9.786829 2.3077 19.822 0.043 19.314 0.025 19.262 0.025 19.147 0.023 18.866 0.060  0.210 20.462  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.929 0.280  0.000  2 -26.625  0.080  0  1  1  0           2  1  0  0  0  0  0  0  1729 51813 52143  650  519  40  4   86   92           4  1  0  0  0  0  0  0 19.835 0.044 19.295 0.012 19.243 0.015 19.159 0.020 18.898 0.059   587727179523424348   183182689518485504 SDSS J000159.12-094712.4 
